CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Engagement_Score,R_Score,F_Score,M_Score,Churn,Customer_Segment,Customer_Lifetime_Months,Monthly_Trans_Value,Monthly_Trans_Frequency,Monthly_Revenue_Interchange,Monthly_Revenue_Interest,Total_Monthly_Revenue,Retention_Rate,Expected_Lifetime_Months,Customer_Lifetime_Value,CLV_Percentile,Profitability_Tier,Acquisition_Cost,Total_Servicing_Cost,Total_Cost,Total_Revenue,Net_Profit,Profit_Margin_%,ROI_%,Value_Matrix
721154208,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882,2081,801,0.644,4933,103,0.661,0.722,61.33,1,4,4,0,Loyal Customers,36,411.08,8.58,10.28,31.22,41.49,0.98,35.25,1462.54,Premium,Gold (Top 25%),150,180,330,1493.72,1163.72,77.91,352.64,High Value - Retain
718572408,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658,694,1964,0.722,4774,92,0.769,0.261,56.70,3,4,4,0,Loyal Customers,36,397.83,7.67,9.95,10.41,20.36,0.98,35.25,717.52,Medium,Bronze (Top 75%),150,180,330,732.81,402.81,54.97,122.06,Low Value - Grow
749571633,Existing Customer,44,F,2,College,Unknown,Unknown,Blue,37,4,3,3,5589,1336,4253,0.944,4262,75,1.027,0.239,47.65,2,3,3,0,At Risk,37,355.17,6.25,8.88,20.04,28.92,0.94,34.73,1004.37,High,Silver (Top 50%),150,185,335,1070.01,735.01,68.69,219.41,High Value - Retain
713914683,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484,885,599,0.951,4819,74,0.805,0.596,49.28,1,3,4,0,At Risk,36,401.58,6.17,10.04,13.28,23.31,0.94,33.79,787.84,High,Silver (Top 50%),150,180,330,839.32,509.32,60.68,154.34,High Value - Retain
713301633,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678,1162,516,0.722,4402,87,0.851,0.692,53.41,4,4,3,0,Potential Loyalists,36,366.83,7.25,9.17,17.43,26.60,0.98,35.15,934.94,High,Silver (Top 50%),150,180,330,957.63,627.63,65.54,190.19,High Value - Retain
711399408,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373,0,12373,0.71,2462,40,0.429,0,26.45,2,1,2,1,Hibernating,25,205.17,3.33,5.13,0.00,5.13,0.61,15.17,77.79,Low,Standard,150,125,275,128.23,-146.77,-114.46,-53.37,Low Value - Lost
711494208,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846,1606,1240,0.697,5092,86,0.792,0.564,55.37,2,4,4,0,Loyal Customers,36,424.33,7.17,10.61,24.09,34.70,0.98,35.25,1223.07,Premium,Gold (Top 25%),150,180,330,1249.14,919.14,73.58,278.53,High Value - Retain
711716133,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585,1381,204,0.706,2360,40,0.379,0.871,26.04,2,1,2,1,Hibernating,34,196.67,3.33,4.92,20.72,25.63,0.61,20.63,528.70,Medium,Bronze (Top 75%),150,170,320,871.48,551.48,63.28,172.34,Low Value - Lost
713906508,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837,834,2003,0.427,3892,69,0.408,0.294,43.768,2,3,2,0,Need Attention,36,324.33,5.75,8.11,12.51,20.62,0.76,27.33,563.58,Medium,Bronze (Top 75%),150,180,330,742.26,412.26,55.54,124.93,Low Value - Grow
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066,1077,989,0.715,4678,91,0.655,0.521,56.112,4,4,3,0,Potential Loyalists,43,389.83,7.58,9.75,16.16,25.90,0.98,41.98,1087.34,High,Silver (Top 50%),150,215,365,1113.74,748.74,67.23,205.13,High Value - Retain
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789,0,20789,0.82,4105,67,0.718,0,43.62,1,2,3,0,Hibernating,36,342.08,5.58,8.55,0.00,8.55,0.61,21.84,186.78,Low,Standard,150,180,330,307.88,-22.13,-7.19,-6.70,Low Value - Grow
718957083,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449,0,1449,0.785,4797,88,0.913,0,55.19,3,4,4,0,Loyal Customers,35,399.75,7.33,9.99,0.00,9.99,0.98,34.27,342.48,Low,Standard,150,175,325,349.78,24.78,7.08,7.62,Low Value - Grow
720872433,Attrited Customer,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911,0,3911,0.897,2867,42,0.556,0,28.868,2,1,2,1,Hibernating,28,238.92,3.50,5.97,0.00,5.97,0.61,16.99,101.46,Low,Standard,150,140,290,167.24,-122.76,-73.40,-42.33,Low Value - Lost
779403558,Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737,0,1737,0.653,4611,73,0.973,0,48.644,4,3,3,0,Potential Loyalists,45,384.25,6.08,9.61,0.00,9.61,0.98,43.93,422.04,Medium,Bronze (Top 75%),150,225,375,432.28,57.28,13.25,15.28,Low Value - Grow
788994783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815,557,1258,0.672,4519,76,0.854,0.307,48.88,1,3,3,0,At Risk,35,376.58,6.33,9.41,8.36,17.77,0.94,32.85,583.78,Medium,Bronze (Top 75%),150,175,325,621.94,296.94,47.74,91.36,Low Value - Grow
715530258,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848,2517,2331,0.651,2353,53,0.828,0.519,31.212,2,2,2,1,Hibernating,37,196.08,4.42,4.90,37.75,42.66,0.61,22.45,957.52,High,Silver (Top 50%),150,185,335,1578.31,1243.31,78.77,371.14,High Value - Win Back
803380383,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592,925,667,0.804,4615,90,0.667,0.581,55.06,2,4,3,0,At Risk,40,384.58,7.50,9.61,13.88,23.49,0.94,37.55,881.95,High,Silver (Top 50%),150,200,350,939.58,589.58,62.75,168.45,High Value - Retain
716766033,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768,1242,526,0.776,4439,65,0.806,0.702,44.56,3,2,3,0,Need Attention,31,369.92,5.42,9.25,18.63,27.88,0.76,23.54,656.18,Medium,Bronze (Top 75%),150,155,305,864.22,559.22,64.71,183.35,Low Value - Grow
757300008,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128,2344,5784,0.788,4251,80,1.051,0.288,49.604,2,3,3,0,At Risk,37,354.25,6.67,8.86,35.16,44.02,0.94,34.73,1528.70,Premium,Gold (Top 25%),150,185,335,1628.60,1293.60,79.43,386.15,High Value - Retain
810986883,Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557,1898,659,0.772,4808,83,0.694,0.742,52.83,1,4,4,0,Loyal Customers,40,400.67,6.92,10.02,28.47,38.49,0.98,39.17,1507.34,Premium,Gold (Top 25%),150,200,350,1539.47,1189.47,77.26,339.85,High Value - Retain
819200133,Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991,642,2349,0.76,4646,62,0.55,0.215,43.78,1,2,3,0,Hibernating,39,387.17,5.17,9.68,9.63,19.31,0.61,23.66,456.86,Medium,Bronze (Top 75%),150,195,345,753.06,408.06,54.19,118.28,Low Value - Grow
710410158,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516,0,34516,0.482,1592,35,0.346,0,20.77,1,1,1,1,Lost,38,132.67,2.92,3.32,0.00,3.32,0.68,25.84,85.69,Low,Standard,150,190,340,126.03,-213.97,-169.77,-62.93,Low Value - Lost
714488433,Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099,2517,16582,0.628,4837,77,0.75,0.132,50.948,3,3,4,0,Potential Loyalists,36,403.08,6.42,10.08,37.75,47.83,0.98,35.15,1681.15,Premium,Platinum (Top 10%),150,180,330,1721.96,1391.96,80.84,421.80,High Value - Retain
714267858,Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559,1680,2879,0.628,4934,76,0.949,0.369,50.936,3,3,4,0,Potential Loyalists,37,411.17,6.33,10.28,25.20,35.48,0.98,36.12,1281.62,Premium,Gold (Top 25%),150,185,335,1312.73,977.73,74.48,291.86,High Value - Retain
827062158,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981,1696,21285,0.466,4192,66,0.571,0.074,43.768,2,2,3,0,Hibernating,54,349.33,5.50,8.73,25.44,34.17,0.61,32.76,1119.53,High,Silver (Top 50%),150,270,420,1845.36,1425.36,77.24,339.37,High Value - Retain
710669733,Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358,1965,393,0.614,4922,80,0.6,0.833,52.49,3,3,4,0,Potential Loyalists,36,410.17,6.67,10.25,29.47,39.73,0.98,35.15,1396.36,Premium,Gold (Top 25%),150,180,330,1430.25,1100.25,76.93,333.41,High Value - Retain
716498883,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067,685,21382,0.605,3577,64,0.882,0.031,40.31,1,2,2,0,Hibernating,36,298.08,5.33,7.45,10.28,17.73,0.61,21.84,387.16,Medium,Bronze (Top 75%),150,180,330,638.18,308.17,48.29,93.39,Low Value - Grow
780529908,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023,1331,692,0.624,5098,79,0.681,0.658,52.592,2,3,4,0,At Risk,30,424.83,6.58,10.62,19.97,30.59,0.94,28.16,861.29,High,Silver (Top 50%),150,150,300,917.58,617.58,67.31,205.86,High Value - Retain
714028083,Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222,0,2222,0.769,4095,65,0.912,0,43.38,4,2,3,0,New Customers,31,341.25,5.42,8.53,0.00,8.53,0.90,28.03,239.10,Low,Standard,150,155,305,264.47,-40.53,-15.33,-13.29,Low Value - Grow
714572208,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438.3,788,650.3,0.741,4297,65,0.585,0.548,43.788,2,2,3,0,Hibernating,36,358.08,5.42,8.95,11.82,20.77,0.61,21.84,453.67,Medium,Bronze (Top 75%),150,180,330,747.80,417.80,55.87,126.60,Low Value - Grow
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,8958,0.483,2131,43,0.387,0,26.124,1,1,1,1,Lost,36,177.58,3.58,4.44,0.00,4.44,0.68,24.48,108.67,Low,Standard,150,180,330,159.83,-170.17,-106.48,-51.57,Low Value - Lost
721409358,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937,733,1204,0.826,4547,73,0.973,0.378,48.19,3,3,3,0,Potential Loyalists,21,378.92,6.08,9.47,11.00,20.47,0.98,20.50,419.64,Medium,Bronze (Top 75%),150,105,255,429.83,174.83,40.67,68.56,Low Value - Grow
809311758,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219,1503,23716,0.944,4429,87,0.642,0.06,53.116,2,4,3,0,At Risk,35,369.08,7.25,9.23,22.54,31.77,0.94,32.85,1043.81,High,Silver (Top 50%),150,175,325,1112.02,787.02,70.77,242.16,High Value - Retain
712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815,0,1815,0.478,2039,34,0.36,0,22.76,4,1,1,1,New Customers,36,169.92,2.83,4.25,0.00,4.25,0.90,32.55,138.26,Low,Standard,150,180,330,152.93,-177.08,-115.79,-53.66,Low Value - Lost
789087858,Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361,2473,888,0.895,4589,69,1.029,0.736,46.76,3,3,3,0,Potential Loyalists,48,382.42,5.75,9.56,37.10,46.66,0.98,46.86,2186.39,Premium,Platinum (Top 10%),150,240,390,2239.46,1849.46,82.59,474.22,High Value - Retain
711264033,Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786,1516,3270,0.94,4973,74,0.85,0.317,50.29,3,3,4,0,Potential Loyalists,36,414.42,6.17,10.36,22.74,33.10,0.98,35.15,1163.38,Premium,Gold (Top 25%),150,180,330,1191.62,861.62,72.31,261.10,High Value - Retain
770180808,Existing Customer,37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438.3,0,1438.3,0.919,5001,91,0.625,0,57.00,2,4,4,0,Loyal Customers,31,416.75,7.58,10.42,0.00,10.42,0.98,30.35,316.24,Low,Standard,150,155,305,322.98,17.98,5.57,5.90,Low Value - Grow
789271533,Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3,908,530.3,0.615,4653,74,0.897,0.631,48.812,2,3,3,0,At Risk,40,387.75,6.17,9.69,13.62,23.31,0.94,37.55,875.34,High,Silver (Top 50%),150,200,350,932.55,582.55,62.47,166.44,High Value - Retain
720152058,Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725,2444,281,0.959,4965,85,0.809,0.897,54.86,4,4,4,0,Champions,35,413.75,7.08,10.34,36.66,47.00,1.00,34.92,1641.20,Premium,Platinum (Top 10%),150,175,325,1645.13,1320.13,80.24,406.19,High Value - Retain
826490133,Existing Customer,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039,1600,8439,0.7,4685,76,0.9,0.159,49.74,2,3,3,0,At Risk,38,390.42,6.33,9.76,24.00,33.76,0.94,35.67,1204.20,Premium,Gold (Top 25%),150,190,340,1282.90,942.90,73.50,277.32,High Value - Retain
717966933,Existing Customer,45,F,5,Uneducated,Married,Unknown,Blue,37,3,1,1,2467,1446,1021,0.73,5024,81,0.62,0.586,53.50,4,3,4,0,Potential Loyalists,37,418.67,6.75,10.47,21.69,32.16,0.98,36.12,1161.60,Premium,Gold (Top 25%),150,185,335,1189.80,854.80,71.84,255.16,High Value - Retain
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0,48.26,4,3,4,0,Potential Loyalists,47,417.92,5.67,10.45,0.00,10.45,0.98,45.89,479.42,Medium,Bronze (Top 75%),150,235,385,491.05,106.05,21.60,27.55,Low Value - Grow
771422883,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,1573,0.756,2705,35,0.522,0.106,25.22,1,1,2,1,Hibernating,45,225.42,2.92,5.64,2.79,8.43,0.61,27.30,230.02,Low,Standard,150,225,375,379.14,4.14,1.09,1.11,Low Value - Lost
717570258,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206,1722,484,0.973,4455,67,0.763,0.781,45.42,3,2,3,0,Need Attention,35,371.25,5.58,9.28,25.83,35.11,0.76,26.57,933.07,High,Silver (Top 50%),150,175,325,1228.89,903.89,73.55,278.12,High Value - Retain
708703308,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,0.577,2183,39,0.696,0.835,24.73,1,1,2,1,Hibernating,26,181.92,3.25,4.55,25.61,30.15,0.61,15.77,475.62,Medium,Bronze (Top 75%),150,130,280,783.98,503.98,64.28,179.99,Low Value - Lost
789508758,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170,641,3529,0.815,3669,67,0.595,0.154,42.276,3,2,2,0,Need Attention,46,305.75,5.58,7.64,9.62,17.26,0.76,34.93,602.79,Medium,Bronze (Top 75%),150,230,380,793.90,413.90,52.14,108.92,Low Value - Grow
780653208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300,2517,783,0.94,3784,55,1.115,0.763,37.54,1,2,2,0,Hibernating,36,315.33,4.58,7.88,37.75,45.64,0.61,21.84,996.75,High,Silver (Top 50%),150,180,330,1642.98,1312.98,79.91,397.87,High Value - Retain
709077933,Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422,682,4740,0.892,4460,62,0.676,0.126,43.24,2,2,3,0,Hibernating,18,371.67,5.17,9.29,10.23,19.52,0.61,10.92,213.18,Low,Standard,150,90,240,351.39,111.39,31.70,46.41,Low Value - Grow
715200783,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015,807,1208,0.831,5209,76,0.767,0.4,52.04,3,3,4,0,Potential Loyalists,36,434.08,6.33,10.85,12.11,22.96,0.98,35.15,806.87,High,Silver (Top 50%),150,180,330,826.46,496.46,60.07,150.44,High Value - Retain
710526633,Existing Customer,47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048,1599,449,0.613,4855,88,0.872,0.781,55.22,2,4,4,0,Loyal Customers,34,404.58,7.33,10.11,23.99,34.10,0.98,33.29,1135.19,High,Silver (Top 50%),150,170,320,1159.39,839.39,72.40,262.31,High Value - Retain
714186108,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152,1682,470,1.051,4126,71,0.972,0.782,45.104,1,3,3,0,At Risk,19,343.83,5.92,8.60,25.23,33.83,0.94,17.83,603.27,Medium,Bronze (Top 75%),150,95,245,642.69,397.69,61.88,162.32,Low Value - Grow
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,0.722,2096,50,0.471,0.619,28.78,1,2,1,1,Lost,39,174.67,4.17,4.37,28.02,32.39,0.68,26.52,858.81,High,Silver (Top 50%),150,195,345,1263.08,918.08,72.69,266.11,High Value - Win Back
708894183,Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516,1073,33443,0.558,4485,86,0.755,0.031,52.74,1,4,3,0,At Risk,44,373.75,7.17,9.34,16.10,25.44,0.94,41.30,1050.64,High,Silver (Top 50%),150,220,370,1119.30,749.30,66.94,202.51,High Value - Retain
708186933,Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819,725,1094,0.737,2254,45,0.406,0.399,27.62,2,1,2,1,Hibernating,36,187.83,3.75,4.70,10.88,15.57,0.61,21.84,340.07,Low,Standard,150,180,330,560.55,230.55,41.13,69.86,Low Value - Lost
778937583,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228,1449,779,0.61,4382,83,0.694,0.65,51.728,4,4,3,0,Potential Loyalists,29,365.17,6.92,9.13,21.74,30.86,0.98,28.31,873.85,High,Silver (Top 50%),150,145,295,895.06,600.06,67.04,203.41,High Value - Retain
708498033,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279,1837,442,0.853,2789,52,0.677,0.806,32.36,1,2,2,1,Hibernating,36,232.42,4.33,5.81,27.56,33.37,0.61,21.84,728.71,Medium,Bronze (Top 75%),150,180,330,1201.16,871.16,72.53,263.99,Low Value - Lost
815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,0.722,2520,45,0.452,0,28.88,3,1,2,1,Need Attention,43,210.00,3.75,5.25,0.00,5.25,0.76,32.65,171.41,Low,Standard,150,215,365,225.75,-139.25,-61.68,-38.15,Low Value - Lost
751607058,Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686,0,1686,0.812,4413,77,0.75,0,49.05,2,3,3,0,At Risk,38,367.75,6.42,9.19,0.00,9.19,0.94,35.67,327.93,Low,Standard,150,190,340,349.36,9.36,2.68,2.75,Low Value - Grow
718194858,Existing Customer,48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942,1488,454,0.816,4940,88,0.796,0.766,55.76,3,4,4,0,Loyal Customers,35,411.67,7.33,10.29,22.32,32.61,0.98,34.27,1117.59,High,Silver (Top 50%),150,175,325,1141.41,816.41,71.53,251.20,High Value - Retain
827123883,Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858,0,3858,0.67,4472,92,0.614,0,55.69,4,4,3,0,Potential Loyalists,49,372.67,7.67,9.32,0.00,9.32,0.98,47.84,445.70,Medium,Bronze (Top 75%),150,245,395,456.52,61.52,13.48,15.57,Low Value - Grow
711473058,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651,1368,10283,0.563,3870,64,0.561,0.117,41.68,2,2,2,0,Hibernating,32,322.50,5.33,8.06,20.52,28.58,0.61,19.41,554.89,Medium,Bronze (Top 75%),150,160,310,914.64,604.64,66.11,195.05,Low Value - Grow
715197633,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449,1914,7535,0.87,4658,93,0.722,0.203,56.232,1,4,3,0,At Risk,38,388.17,7.75,9.70,28.71,38.41,0.94,35.67,1370.19,Premium,Gold (Top 25%),150,190,340,1459.74,1119.74,76.71,329.33,High Value - Retain
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,0.505,2229,45,0.406,0,27.516,2,1,2,1,Hibernating,41,185.75,3.75,4.64,0.00,4.64,0.61,24.87,115.51,Low,Standard,150,205,355,190.39,-164.61,-86.46,-46.37,Low Value - Lost
790023408,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915,2422,493,0.576,4037,83,0.766,0.831,50.148,3,4,3,0,Potential Loyalists,39,336.42,6.92,8.41,36.33,44.74,0.98,38.08,1703.53,Premium,Platinum (Top 10%),150,195,345,1744.88,1399.88,80.23,405.76,High Value - Retain
720403008,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,38,4,4,1,11486,0,11486,0.383,4918,79,0.549,0,51.672,1,3,4,0,At Risk,38,409.83,6.58,10.25,0.00,10.25,0.94,35.67,365.46,Low,Standard,150,190,340,389.34,49.34,12.67,14.51,Low Value - Grow
709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984,2517,467,0.574,2373,53,0.359,0.843,31.492,3,2,2,1,Need Attention,21,197.75,4.42,4.94,37.75,42.70,0.76,15.94,680.82,Medium,Bronze (Top 75%),150,105,255,896.67,641.67,71.56,251.64,Low Value - Lost
711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653,0,1653,0.517,2284,35,0.296,0,23.736,2,1,2,1,Hibernating,29,190.33,2.92,4.76,0.00,4.76,0.61,17.59,83.72,Low,Standard,150,145,295,137.99,-157.01,-113.78,-53.22,Low Value - Lost
708784083,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723,1588,1135,0.852,4307,83,0.844,0.583,51.23,3,4,3,0,Potential Loyalists,36,358.92,6.92,8.97,23.82,32.79,0.98,35.15,1152.57,Premium,Gold (Top 25%),150,180,330,1180.55,850.55,72.05,257.74,High Value - Retain
712838358,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438.3,0,1438.3,0.553,4702,84,0.714,0,53.21,3,4,3,0,Potential Loyalists,31,391.83,7.00,9.80,0.00,9.80,0.98,30.27,296.47,Low,Standard,150,155,305,303.67,-1.33,-0.44,-0.44,Low Value - Grow
714887808,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818,0,1818,0.758,2279,50,0.724,0,29.72,2,2,2,1,Hibernating,36,189.92,4.17,4.75,0.00,4.75,0.61,21.84,103.70,Low,Standard,150,180,330,170.93,-159.08,-93.07,-48.20,Low Value - Lost
716581983,Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384,929,3455,0.678,4792,91,0.75,0.212,56.368,3,4,4,0,Loyal Customers,36,399.33,7.58,9.98,13.93,23.92,0.98,35.25,843.09,High,Silver (Top 50%),150,180,330,861.06,531.06,61.68,160.93,High Value - Retain
716930133,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,1824,0,1824,0.797,4594,86,0.654,0,53.38,2,4,3,0,At Risk,36,382.83,7.17,9.57,0.00,9.57,0.94,33.79,323.41,Low,Standard,150,180,330,344.55,14.55,4.22,4.41,Low Value - Grow
808981608,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452,540,4912,0.539,4220,66,0.737,0.099,44.28,4,2,3,0,New Customers,45,351.67,5.50,8.79,8.10,16.89,0.90,40.68,687.22,Medium,Bronze (Top 75%),150,225,375,760.13,385.13,50.67,102.70,Low Value - Grow
709714008,Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248,0,9248,0.613,2325,45,0.552,0,27.9,2,1,2,1,Hibernating,39,193.75,3.75,4.84,0.00,4.84,0.61,23.66,114.60,Low,Standard,150,195,345,188.91,-156.09,-82.63,-45.24,Low Value - Lost
811942983,Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627,1756,15871,0.757,4836,74,0.721,0.1,49.74,3,3,4,0,Potential Loyalists,50,403.00,6.17,10.08,26.34,36.42,0.98,48.82,1777.60,Premium,Platinum (Top 10%),150,250,400,1820.75,1420.75,78.03,355.19,High Value - Retain
715565058,Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,1,2,1438.3,0,1438.3,0.469,4479,70,0.628,0,46.92,4,3,3,0,Potential Loyalists,16,373.25,5.83,9.33,0.00,9.33,0.98,15.62,145.76,Low,Standard,150,80,230,149.30,-80.70,-54.05,-35.09,Low Value - Grow
714519408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357,2139,3218,0.499,1979,48,0.655,0.399,27.716,2,2,1,1,Lost,36,164.92,4.00,4.12,32.09,36.21,0.68,24.48,886.28,High,Silver (Top 50%),150,180,330,1303.49,973.49,74.68,295.00,High Value - Win Back
719153433,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,38,4,2,1,2542,850,1692,0.723,4972,79,0.717,0.334,52.29,3,3,4,0,Potential Loyalists,38,414.33,6.58,10.36,12.75,23.11,0.98,37.10,857.31,High,Silver (Top 50%),150,190,340,878.12,538.12,61.28,158.27,High Value - Retain
809127858,Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275,1219,1056,0.639,4807,72,0.6,0.536,49.028,4,3,4,0,Potential Loyalists,46,400.58,6.00,10.01,18.29,28.30,0.98,44.91,1270.93,Premium,Gold (Top 25%),150,230,380,1301.78,921.78,70.81,242.57,High Value - Retain
712740108,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706,0,1706,0.601,2371,45,0.5,0,28.084,2,1,2,1,Hibernating,33,197.58,3.75,4.94,0.00,4.94,0.61,20.02,98.89,Low,Standard,150,165,315,163.01,-151.99,-93.24,-48.25,Low Value - Lost
720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591,2517,1074,0.665,2313,43,0.536,0.701,27.05,2,1,2,1,Hibernating,36,192.75,3.58,4.82,37.75,42.57,0.61,21.84,929.82,High,Silver (Top 50%),150,180,330,1532.66,1202.66,78.47,364.44,High Value - Win Back
